MAT,MAP,SOC,pH,Clay,Duration,C_input,N_input,Planting_system,Return,Tillage,Irrigation,Topdressing
13.4083337783813,496.899993896484,5.9039998054504395,7.706999779,16.4699993133545,1,3135.0010007031256,224.6738965372258,Maize,SI,CT,NI,No
13.9750003814697,517.0,6.1410003900528,7.295000076,13.7700004577637,1,3665.6957001290325,303.29559139784897,Maize,SI,CT,NI,No
13.0833330154419,460.0,6.37799978256226,6.992000103,13.4099998474121,1,3136.4562400000004,242.02666666666653,Maize,SI,CT,NI,No
13.4083337783813,496.899993896484,5.96200048923492,8.005999565,17.7600002288818,1,3232.6975081967216,245.6603044496482,Maize,SI,CT,NI,No
13.0833330154419,460.0,4.98299986124039,7.545000076,13.7741937637329,1,3040.265634945398,226.11154446177852,Maize,SI,CT,NI,No
11.6916666030884,517.599975585938,6.416000127792359,7.1300001139999996,17.0,1,3482.976,366.00000000000006,Maize,SI,CT,NI,No
13.9416666030884,542.0,6.50799989700317,7.159999847,20.9599990844727,1,3582.2049317647056,201.4959243697476,Maize,SI,CT,NI,No
13.9499998092651,506.200012207031,4.32500004768372,8.149999619,14.25,1,3138.4917203883497,197.3555825242718,Maize,SI,CT,NI,No
14.8000001907349,523.200012207031,6.122999787330629,7.454999924,15.7272729873657,1,2884.4698692864977,206.44439048659615,Maize,SI,CT,NI,No
14.8000001907349,523.200012207031,6.29999995231628,6.5,9.0,1,3461.8928167630056,215.3917630057804,Maize,SI,CT,NI,No
13.9499998092651,506.200012207031,5.2009999752044695,5.929999828,14.5243902206421,1,3242.143221917808,209.60605022830995,Maize,SI,CT,NI,No
15.1666669845581,544.400024414062,6.31999969482422,6.650000095,10.1999998092651,1,3391.6836041958045,149.23330419580668,Maize,SI,CT,NI,No
14.7333335876465,538.600036621094,6.28499984741211,6.574999809,9.44999980926514,1,3465.510902269289,199.99720121028736,Maize,SI,CT,NI,No
13.1000003814697,567.200012207031,4.99799996614456,7.876999855,14.3800001144409,1,3187.101547136564,184.57529152630238,Maize,SI,CT,NI,No
13.9499998092651,506.200012207031,3.3500000834465,3.994999886,13.9074077606201,1,3219.834388432303,190.1481591448927,Maize,SI,CT,NI,No
15.1666669845581,544.400024414062,6.53800010681152,7.373000145,16.9799995422363,1,3355.3324686486485,170.23407335907376,Maize,SI,CT,NI,No
14.7333335876465,538.600036621094,6.42000019550323,6.487999916,9.89999961853027,1,3377.2728854599404,176.60509016206294,Maize,SI,CT,NI,No
12.9250001907349,621.400024414062,5.4720002412796,7.874000072,17.4599990844727,1,3932.1856066115706,307.004132231405,Maize,SI,CT,NI,No
12.9250001907349,621.400024414062,5.51199972629547,7.431999683,23.0599994659424,1,3564.384298347759,215.1042191188106,Maize,SI,CT,NI,No
12.341667175293,640.200012207031,5.57200014591217,8.048000336,15.0600004196167,1,3550.8692953241475,305.85243957532833,Maize,SI,CT,NI,No
12.5666666030884,633.799987792969,5.43000042438507,8.090000153,14.3999996185303,1,3576.7226542728636,243.51471764118398,Maize,SI,CT,NI,No
11.7333335876465,607.200012207031,7.11300015449524,7.456999779,20.1499996185303,1,3447.4135787586206,263.86034482758623,Maize,SI,CT,NI,No
13.5749998092651,579.900024414062,7.00800001621246,7.78000021,19.1000003814697,1,3370.91559082083,236.42541924094692,Maize,SI,CT,NI,No
11.5666666030884,560.299987792969,5.037000179290771,7.357999802,18.2600002288818,1,3471.3247189592366,300.80365134431605,Maize,SI,CT,NI,No
11.1750001907349,659.100036621094,6.42099976539612,6.678999901,16.1700000762939,1,3254.718165137615,438.6337155963309,Maize,SI,CT,NI,No
11.1750001907349,659.100036621094,8.58399987220764,7.06799984,20.0400009155273,1,3006.9445867310014,251.8950542822666,Maize,SI,CT,NI,No
11.7250003814697,636.099975585938,6.27499997615814,7.677000046,18.5799999237061,1,3310.235685178876,284.79812606473547,Maize,SI,CT,NI,No
12.341667175293,640.200012207031,6.8290001153945905,7.517000198,21.7000007629395,1,3417.7340552207424,279.5829712683976,Maize,SI,CT,NI,No
15.3083333969116,598.400024414062,7.72700011730194,7.298999786,26.3400001525879,1,3548.4724773662538,331.1736233588268,Maize,SI,CT,NI,No
11.375,640.900024414062,8.97000014781952,7.862999916,14.5600004196167,1,2896.1020735273246,196.77480482611244,Maize,SI,CT,NI,No
15.0083332061768,603.799987792969,6.0379999876022294,7.933000088,16.7999992370605,1,3102.993212802768,204.1660899653976,Maize,SI,CT,NI,No
15.3083333969116,598.400024414062,6.73500001430511,6.599999905,13.25,1,3317.3336474324497,289.4352307549446,Maize,SI,CT,NI,No
15.2333335876465,568.799987792969,6.466000080108641,7.928999901,24.7199993133545,1,3490.0892936170217,144.0488909008601,Maize,SI,CT,NI,No
14.2416667938232,584.200012207031,4.15200024843216,8.154000282,13.3800001144409,1,2932.2804674253202,172.49724395447572,Maize,SI,CT,NI,No
14.8000001907349,523.200012207031,4.62999999523163,5.385000229,16.8333339691162,1,3177.520368,187.5,Maize,SI,CT,NI,No
15.0666666030884,552.100036621094,4.03899997472763,8.168000221,13.289999961853,1,3417.1851038297877,194.5705851063829,Maize,SI,CT,NI,No
15.0666666030884,552.100036621094,6.4819997549057,7.864999771,19.9200000762939,1,3094.2152198828126,206.44439048659615,Maize,SI,CT,NI,No
14.8000001907349,523.200012207031,4.62999999523163,5.385000229,16.8333339691162,1,3337.1995816513763,162.80891218872222,Maize,SI,CT,NI,No
15.3083333969116,559.5,5.7769995927810704,7.953999996,19.5300006866455,1,3498.312,137.99999999999966,Maize,SI,CT,NI,No
15.0749998092651,543.200012207031,5.662000179290771,8.038000107,16.2800006866455,1,3315.5341002726545,118.97884522854878,Maize,SI,CT,NI,No
