MAT,MAP,SOC,pH,Clay,Duration,C_input,N_input,Planting_system,Return,Tillage,Irrigation,Topdressing,yield
27.8,1200,7.6,6.2,17.8,1,1620,0,Maize,SM,NT,NI,No,342
27.8,1200,7.6,6.2,17.8,1,1570,0,Maize,SI,CT,NI,No,203
27.8,1200,7.6,6.2,17.8,1,1680,0,Maize,SI,CT,NI,No,506
27.8,1200,7.6,6.2,17.8,1,1707,0,Maize,SI,CT,NI,No,582
27.8,1200,7.6,6.2,17.8,2,1765,0,Maize,SM,NT,NI,No,408
27.8,1200,7.6,6.2,17.8,2,1874,0,Maize,SI,CT,NI,No,711
27.8,1200,7.6,6.2,17.8,2,1672,0,Maize,SI,CT,NI,No,150
27.8,1200,7.6,6.2,17.8,2,1819,0,Maize,SI,CT,NI,No,557
15.9,1050,14.7,4.85,58.0,1,430,150,Wheat,SM,NT,NI,No,110
15.9,1050,14.7,4.85,58.0,1,430,150,Wheat,SM,NT,NI,No,200
15.9,1050,14.7,4.85,58.0,1,860,150,Wheat,SM,NT,NI,No,330
15.9,1050,14.7,4.85,58.0,1,430,150,Wheat,SI,CT,NI,No,550
15.9,1050,14.7,4.85,58.0,1,860,150,Wheat,SI,CT,NI,No,740
15.9,1050,14.7,4.85,58.0,2,430,150,Wheat,SM,NT,NI,No,-40
15.9,1050,14.7,4.85,58.0,2,860,150,Wheat,SM,NT,NI,No,150
15.9,1050,14.7,4.85,58.0,2,430,150,Wheat,SM,NT,NI,No,80
15.9,1050,14.7,4.85,58.0,2,430,150,Wheat,SI,CT,NI,No,50
15.9,1050,14.7,4.85,58.0,2,860,150,Wheat,SI,CT,NI,No,80
15.9,1050,14.7,4.85,58.0,3,430,150,Wheat,SM,NT,NI,No,30
15.9,1050,14.7,4.85,58.0,3,860,150,Wheat,SM,NT,NI,No,270
15.9,1050,14.7,4.85,58.0,3,430,150,Wheat,SM,NT,NI,No,210
15.9,1050,14.7,4.85,58.0,3,430,150,Wheat,SI,CT,NI,No,20
15.9,1050,14.7,4.85,58.0,3,860,150,Wheat,SI,CT,NI,No,210
21.2,476,9.0,7.9,23.0,2,1189,40,Wheat,SI,CT,CI,Yes,190
21.2,476,9.0,7.9,23.0,2,1284,40,Wheat,SI,DT,CI,Yes,326
9.6,487,7.7,8.2,23.0,2,6901,250,Maize,SI,CT,NI,No,-550
9.6,487,7.7,8.2,23.0,2,6901,250,Maize,SI,CT,NI,No,450
9.6,487,7.7,8.2,23.0,2,7745,250,Maize,SI,CT,NI,No,-600
14.8,420,7.5,7.9,55.0,10,2531,0,Wheat,SI,CT,NI,No,-240
14.8,420,7.5,7.9,55.0,10,755,0,Wheat,SI,CT,NI,No,290
14.8,420,7.5,7.9,55.0,10,1857,0,Wheat,SI,CT,NI,No,390
14.8,420,7.5,7.9,55.0,10,1472,0,Wheat,SI,CT,NI,No,10
14.8,420,7.5,7.9,55.0,10,1933,0,Wheat,SI,CT,NI,No,-350
14.8,420,7.5,7.9,55.0,10,1622,0,Wheat,SI,CT,NI,No,-390
14.8,420,7.5,7.9,55.0,10,1989,0,Wheat,SI,CT,NI,No,240
14.8,420,7.5,7.9,55.0,10,1669,0,Wheat,SI,CT,NI,No,80
14.8,420,7.5,7.9,55.0,10,1908,60,Wheat,SI,CT,NI,Yes,-60
14.8,420,7.5,7.9,55.0,10,1562,20,Wheat,SI,CT,NI,Yes,130
14.8,420,7.5,7.9,55.0,10,2262,40,Wheat,SI,CT,NI,Yes,130
14.8,420,7.5,7.9,55.0,10,1793,40,Wheat,SI,CT,NI,Yes,10
14.8,420,7.5,7.9,55.0,10,1771,40,Wheat,SI,CT,NI,Yes,-190
14.8,420,7.5,7.9,55.0,10,2143,40,Wheat,SI,CT,NI,Yes,300
14.8,420,7.5,7.9,55.0,10,1630,20,Wheat,SI,CT,NI,Yes,660
6.2,750,11.0,7.4,25.3,5,3330,120,Maize,SI,CT,NI,No,722
16.1,554,12.3,7.4,20.5,19,1771,150,Wheat,SM,NT,NI,Yes,-100
16.1,554,12.3,7.4,20.5,19,1686,150,Wheat,SI,CT,NI,Yes,-200
16.8,535,3.9,7.6,11.0,5,1985,150,Wheat,SM,NT,NI,Yes,0
16.8,535,3.9,7.6,11.0,5,2027,150,Wheat,SI,CT,NI,Yes,-100
10.1,732,6.9,7.03,25.3,3,1737,180,Maize,SI,CT,NI,Yes,50
11.0,500,10.8,7.8,24.0,4,3022,495,Wheat_maize,SI,CT,CI,Yes,1075
13.4,482,0.9,6.5,22.9,18,3683,260,Wheat_maize,SI,CT,CI,Yes,400
13.4,482,0.9,6.5,22.9,18,3683,260,Wheat_maize,SI,CT,CI,Yes,400
6.2,600,8.0,6.0,25.3,6,1332,0,Maize,SI,CT,NI,No,266
6.2,600,8.0,6.0,25.3,6,2664,0,Maize,SI,CT,NI,No,426
6.2,600,8.0,6.0,25.3,6,3996,0,Maize,SI,CT,NI,No,692
6.2,600,8.0,6.0,25.3,6,5328,0,Maize,SI,CT,NI,No,579
6.2,600,8.0,6.0,25.3,6,1332,0,Maize,SI,CT,NI,No,266
6.2,600,8.0,6.0,25.3,6,2664,0,Maize,SI,CT,NI,No,426
6.2,600,8.0,6.0,25.3,6,3996,0,Maize,SI,CT,NI,No,692
6.2,600,8.0,6.0,25.3,6,5328,0,Maize,SI,CT,NI,No,579
6.9,385,16.3,8.0,21.9,1,6038,176,Maize,SI,CT,OI,Yes,772
6.9,385,16.3,8.0,21.9,1,6038,176,Maize,SI,CT,OI,Yes,732
6.9,385,16.3,8.0,21.9,1,6038,176,Maize,SI,CT,CI,Yes,1708
6.9,385,16.3,8.0,21.9,2,6038,176,Maize,SI,CT,OI,Yes,894
6.9,385,16.3,8.0,21.9,2,6038,176,Maize,SI,CT,OI,Yes,1017
6.9,385,16.3,8.0,21.9,2,6038,176,Maize,SI,CT,CI,Yes,1382
13.4,510,7.5,7.76,21.7,2,5328,508,Wheat_maize,SI,DT,CI,Yes,500
13.4,510,7.5,7.76,21.7,2,5328,508,Wheat_maize,SI,DT,CI,Yes,370
13.4,510,7.5,7.76,21.7,3,5328,508,Wheat_maize,SI,DT,CI,Yes,770
13.4,510,7.5,7.76,21.7,3,5328,508,Wheat_maize,SI,DT,CI,Yes,690
13.4,510,8.0,7.93,10.6,1,7340,378,Wheat_maize,SDB,CT,CI,Yes,260
13.4,510,8.0,7.93,10.6,1,7479,378,Wheat_maize,SDB,CT,CI,Yes,600
13.4,510,8.0,7.93,10.6,1,7351,378,Wheat_maize,SDB,CT,CI,Yes,270
13.4,510,8.0,7.93,10.6,2,7533,378,Wheat_maize,SDB,CT,CI,Yes,650
13.4,510,8.0,7.93,10.6,2,7789,378,Wheat_maize,SDB,CT,CI,Yes,1310
13.4,510,8.0,7.93,10.6,2,7839,378,Wheat_maize,SDB,CT,CI,Yes,1440
13.4,510,8.0,7.93,10.6,3,7197,378,Wheat_maize,SDB,CT,CI,Yes,290
13.4,510,8.0,7.93,10.6,3,7419,378,Wheat_maize,SDB,CT,CI,Yes,840
13.4,510,8.0,7.93,10.6,3,7470,378,Wheat_maize,SDB,CT,CI,Yes,960
9.0,571,7.1,7.8,27.4,4,5994,0,Maize,SI,DT,NI,No,1208
9.0,571,7.1,7.8,27.4,4,3996,0,Maize,SI,DT,NI,No,763
8.5,1213,3.2,6.6,9.6,11,3480,180,Maize,SM,NT,NI,Yes,-600
8.5,1213,3.2,6.6,9.6,11,3516,180,Maize,SM,NT,NI,Yes,-500
8.5,1213,3.2,6.6,9.6,11,3660,180,Maize,SI,CT,NI,Yes,0
15.0,535,7.8,8.47,25.3,3,2993,500,Wheat_maize,SI,CT,CI,Yes,1324
15.0,535,7.8,8.47,25.3,3,5985,500,Wheat_maize,SI,CT,CI,Yes,2117
15.0,535,7.8,8.47,25.3,3,8978,500,Wheat_maize,SI,CT,CI,Yes,1944
5.0,332,12.7,7.8,25.3,2,4218,165,Maize,SI,CT,NI,No,310
5.0,332,12.7,7.8,25.3,2,4218,165,Maize,SM,CT,NI,No,336
5.0,332,12.7,7.8,25.3,2,4218,165,Maize,SI,CT,NI,No,826
18.6,284,9.5,6.5,20.0,1,1418,150,Wheat,SM,NT,NI,No,48
18.6,284,9.5,6.5,20.0,1,1315,150,Wheat,SM,NT,NI,No,264
18.6,284,9.5,6.5,20.0,1,1327,150,Wheat,SM,NT,NI,No,215
18.6,284,9.5,6.5,20.0,3,1309,150,Wheat,SM,NT,NI,No,-110
18.6,284,9.5,6.5,20.0,3,1327,150,Wheat,SM,NT,NI,No,-175
18.6,284,9.5,6.5,20.0,1,1356,150,Wheat,SM,NT,NI,No,137
18.6,284,9.5,6.5,20.0,1,1284,150,Wheat,SM,NT,NI,No,388
18.6,284,9.5,6.5,20.0,1,1169,150,Wheat,SM,NT,NI,No,-95
18.6,284,9.5,6.5,20.0,2,1500,150,Wheat,SM,NT,NI,No,-218
18.6,284,9.5,6.5,20.0,2,1596,150,Wheat,SM,NT,NI,No,-286
18.6,284,9.5,6.5,20.0,5,1275,150,Wheat,SM,NT,NI,No,-41
18.6,284,9.5,6.5,20.0,5,1334,150,Wheat,SM,NT,NI,No,-27
6.0,350,5.2,8.0,25.3,3,3996,10,Wheat,SI,CT,NI,No,1250
6.0,350,5.2,8.0,25.3,3,1998,10,Wheat,SI,CT,NI,No,183
6.0,350,5.4,8.0,25.3,3,3996,10,Wheat,SI,CT,NI,No,1250
6.0,350,5.4,8.0,25.3,3,1998,10,Wheat,SI,CT,NI,No,183
15.0,596,9.1,6.5,25.3,1,7729,420,Wheat_maize,SI,CT,CI,Yes,234
15.0,596,9.1,6.5,25.3,1,3880,420,Wheat_maize,SI,CT,CI,Yes,509
15.0,596,9.1,6.5,25.3,2,3880,420,Wheat_maize,SI,CT,CI,Yes,1062
15.0,596,9.1,6.5,25.3,3,7729,420,Wheat_maize,SI,CT,CI,Yes,1442
15.0,596,9.1,6.5,25.3,3,3880,420,Wheat_maize,SI,CT,CI,Yes,990
6.8,198,9.1,8.01,25.3,2,1197,270,Wheat,SI,CT,OI,Yes,1005
6.8,198,9.1,8.01,25.3,2,2394,270,Wheat,SI,CT,OI,Yes,159
6.8,198,9.1,8.01,25.3,2,2394,270,Wheat,SI,CT,OI,Yes,653
6.8,198,9.1,8.01,25.3,2,2394,270,Wheat,SI,CT,OI,Yes,-388
11.6,607,11.0,8.1,25.3,12,3022,495,Wheat_maize,SI,CT,CI,Yes,1232
11.6,607,11.0,8.1,25.3,34,3022,495,Wheat_maize,SI,CT,CI,Yes,1854
8.6,699,8.5,6.4,25.3,3,4662,80,Maize,SI,CT,NI,Yes,134
7.3,200,4.5,7.43,22.4,1,7806,338,Wheat_maize,SM,NT,CI,Yes,1936
7.3,200,4.5,7.43,22.4,1,7094,338,Wheat_maize,SM,NT,CI,Yes,1928
7.3,200,4.5,7.43,22.4,1,6124,338,Wheat_maize,SI,CT,CI,Yes,2008
7.3,200,4.5,7.43,22.4,1,3322,225,Wheat,SM,NT,CI,Yes,1154
7.3,200,4.5,7.43,22.4,1,3394,225,Wheat,SM,NT,CI,Yes,1322
7.3,200,4.5,7.43,22.4,1,3093,225,Wheat,SI,CT,CI,Yes,617
7.3,200,4.5,7.43,22.4,2,7587,338,Wheat_maize,SM,NT,CI,Yes,218
7.3,200,4.5,7.43,22.4,2,7001,338,Wheat_maize,SM,NT,CI,Yes,435
7.3,200,4.5,7.43,22.4,2,5943,338,Wheat_maize,SI,CT,CI,Yes,1870
7.3,200,4.5,7.43,22.4,2,3217,225,Wheat,SM,NT,CI,Yes,1087
7.3,200,4.5,7.43,22.4,2,3236,225,Wheat,SM,NT,CI,Yes,1130
7.3,200,4.5,7.43,22.4,2,3032,225,Wheat,SI,CT,CI,Yes,652
7.3,200,4.5,7.43,22.4,3,8174,338,Wheat_maize,SM,NT,CI,Yes,1746
7.3,200,4.5,7.43,22.4,3,8299,338,Wheat_maize,SM,NT,CI,Yes,2314
7.3,200,4.5,7.43,22.4,3,8058,338,Wheat_maize,SI,CT,CI,Yes,1878
7.3,200,4.5,7.43,22.4,3,3547,225,Wheat,SM,NT,CI,Yes,1572
7.3,200,4.5,7.43,22.4,3,3622,225,Wheat,SM,NT,CI,Yes,1747
7.3,200,4.5,7.43,22.4,3,3379,225,Wheat,SI,CT,CI,Yes,1179
14.0,552,9.2,8.0,25.3,1,2713,510,Wheat_maize,SI,CT,CI,Yes,1000
14.0,552,9.2,8.0,25.3,1,2713,510,Wheat_maize,SI,DT,CI,Yes,800
14.0,552,9.2,8.0,25.3,1,2713,510,Wheat_maize,SI,DT,CI,Yes,1400
14.0,552,9.2,8.0,25.3,2,2713,510,Wheat_maize,SI,CT,CI,Yes,900
14.0,552,9.2,8.0,25.3,2,2713,510,Wheat_maize,SI,DT,CI,Yes,1600
14.0,552,9.2,8.0,25.3,2,2713,510,Wheat_maize,SI,DT,CI,Yes,2400
7.3,360,3.4,7.1,21.4,3,8999,270,Maize,SI,DT,OI,No,665
7.3,360,2.9,7.1,21.4,3,8999,270,Maize,SI,DT,OI,No,665
8.6,260,8.1,8.0,18.7,1,3951,0,Maize,SI,DT,OI,No,580
8.6,260,8.1,8.0,18.7,1,3951,225,Maize,SI,DT,OI,Yes,780
8.6,260,8.1,8.0,18.7,1,3951,300,Maize,SI,DT,OI,Yes,440
8.6,260,8.1,8.0,18.7,1,3951,375,Maize,SI,DT,OI,Yes,1120
8.6,260,8.1,8.0,18.7,2,3951,0,Maize,SI,DT,OI,No,590
8.6,260,8.1,8.0,18.7,2,3951,225,Maize,SI,DT,OI,Yes,680
8.6,260,8.1,8.0,18.7,2,3951,300,Maize,SI,DT,OI,Yes,670
8.6,260,8.1,8.0,18.7,2,3951,375,Maize,SI,DT,OI,Yes,940
8.6,260,8.1,8.0,18.7,3,3951,0,Maize,SI,DT,OI,No,1110
8.6,260,8.1,8.0,18.7,3,3951,225,Maize,SI,DT,OI,Yes,890
8.6,260,8.1,8.0,18.7,3,3951,300,Maize,SI,DT,OI,Yes,710
8.6,260,8.1,8.0,18.7,3,3951,375,Maize,SI,DT,OI,Yes,450
7.3,607,8.1,6.7,21.7,3,4802,156,Maize,SI,CT,NI,No,410
7.3,607,8.1,6.7,21.7,3,4747,156,Maize,SI,CT,NI,No,257
7.3,607,8.1,6.7,21.7,3,4828,156,Maize,SI,CT,NI,No,480
7.3,607,8.1,6.7,21.7,3,4802,156,Maize,SI,CT,NI,No,410
7.3,607,8.1,6.7,21.7,3,4747,156,Maize,SI,CT,NI,No,257
7.3,607,8.1,6.7,21.7,3,4828,156,Maize,SI,CT,NI,No,480
2.4,477,22.5,6.2,25.3,1,1665,250,Maize,SI,DT,NI,No,1395
2.4,477,22.5,6.2,25.3,1,1665,250,Maize,SI,DT,NI,No,1028
2.4,477,22.5,6.2,25.3,1,1665,250,Maize,SI,DT,NI,No,2422
2.4,477,22.5,6.2,25.3,1,1665,250,Maize,SI,DT,NI,No,1688
12.4,600,8.7,8.1,23.5,2,3568,400,Wheat_maize,SI,CT,CI,Yes,-265
12.9,550,9.9,7.44,32.0,2,2783,150,Wheat,SI,CT,NI,No,-180
10.5,147,10.9,8.52,19.0,1,1332,330,Maize,SI,DT,OI,Yes,719
10.5,147,10.9,8.52,19.0,1,2664,330,Maize,SI,DT,OI,Yes,721
10.5,147,10.9,8.52,19.0,1,2664,330,Maize,SI,DT,OI,Yes,462
10.5,147,10.9,8.52,19.0,2,1332,330,Maize,SI,DT,OI,Yes,116
10.5,147,10.9,8.52,19.0,2,2664,330,Maize,SI,DT,OI,Yes,1783
10.5,147,10.9,8.52,19.0,2,2664,330,Maize,SI,DT,OI,Yes,635
11.5,500,7.1,8.0,25.3,7,3885,0,Wheat_maize,SI,DT,CI,No,200
11.5,500,7.1,8.0,25.3,7,5994,560,Wheat_maize,SI,DT,CI,Yes,440
11.5,500,7.1,8.0,25.3,7,5328,251,Wheat_maize,SI,DT,CI,Yes,-250
11.5,500,7.1,8.0,25.3,7,6185,184,Wheat_maize,SI,DT,CI,Yes,1420
11.5,500,7.1,8.0,25.3,7,5932,269,Wheat_maize,SI,DT,CI,Yes,1980
15.9,358,5.2,7.9,11.0,3,1953,150,Wheat,SI,CT,NI,Yes,0
15.9,358,5.2,7.9,11.0,3,1435,150,Wheat,SI,CT,NI,Yes,500
15.9,358,5.2,7.9,11.0,3,2000,150,Wheat,SI,CT,NI,Yes,400
16.2,342,5.2,8.8,11.0,3,1435,150,Wheat,SI,CT,NI,Yes,-300
16.2,342,5.2,8.8,11.0,3,870,150,Wheat,SI,CT,NI,Yes,0
16.2,342,5.2,8.8,11.0,3,1529,150,Wheat,SI,CT,NI,Yes,-200
17.3,452,3.9,7.6,11.0,1,817,150,Wheat,SM,NT,NI,No,100
17.3,452,3.9,7.6,11.0,1,1591,150,Wheat,SM,NT,NI,No,200
17.3,452,3.9,7.6,11.0,2,1280,150,Wheat,SM,NT,NI,No,400
17.3,452,3.9,7.6,11.0,2,2560,150,Wheat,SM,NT,NI,No,400
17.3,452,3.9,7.6,11.0,3,1419,150,Wheat,SM,NT,NI,No,-110
17.3,452,3.9,7.6,11.0,3,2623,150,Wheat,SM,NT,NI,No,-180
24.3,360,4.8,8.1,27.0,1,2112,0,Maize,SM,CT,CI,No,200
24.3,360,4.8,8.1,27.0,1,2112,0,Maize,SM,NT,CI,No,200
24.3,360,4.8,8.1,27.0,1,2112,0,Maize,SM,CT,CI,No,-200
24.3,360,4.8,8.1,27.0,1,2112,0,Maize,SM,NT,CI,No,-100
24.3,360,4.8,8.1,27.0,2,2112,0,Maize,SM,CT,CI,No,400
24.3,360,4.8,8.1,27.0,2,2112,0,Maize,SM,NT,CI,No,300
24.3,360,4.8,8.1,27.0,2,2112,330,Maize,SM,CT,CI,Yes,-400
24.3,360,4.8,8.1,27.0,2,2112,0,Maize,SM,CT,CI,No,0
24.3,360,4.8,8.1,27.0,2,2112,330,Maize,SM,NT,CI,Yes,-600
24.3,360,4.8,8.1,27.0,3,2112,0,Maize,SM,CT,CI,No,600
24.3,360,4.8,8.1,27.0,3,2112,330,Maize,SM,NT,CI,Yes,-500
24.5,506,4.2,8.05,22.5,1,2675,250,Maize,SI,CT,CI,Yes,1000
24.5,506,4.2,8.05,22.5,2,2675,250,Maize,SI,CT,CI,Yes,1300
13.0,550,3.5,8.17,18.9,8,3796,362,Wheat_maize,SI,CT,CI,Yes,744
13.0,550,3.5,8.17,18.9,8,3796,362,Wheat_maize,SI,DT,CI,Yes,1152
13.0,550,3.5,8.17,18.9,8,3796,362,Wheat_maize,SM,NT,CI,Yes,396
7.5,520,12.8,6.3,25.3,6,1776,150,Maize,SI,CT,CI,Yes,1115
12.1,651,27.9,5.7,23.0,2,6665,150,Wheat,SM,NT,OI,No,330
5.8,577,10.3,5.29,29.2,2,4839,200,Maize,SI,CT,NI,Yes,398
5.8,577,10.3,5.29,29.2,2,5002,200,Maize,SI,CT,NI,Yes,810
6.7,438,6.7,7.95,15.3,1,6264,269,Maize,SI,DT,OI,Yes,40
6.7,438,6.7,7.95,15.3,1,5783,269,Maize,SI,DT,OI,Yes,310
6.7,438,6.7,7.95,15.3,1,5929,269,Maize,SI,DT,OI,Yes,350
12.5,563,7.7,7.8,25.8,1,2793,0,Wheat,SDB,NT,NI,No,-363
12.5,563,7.7,7.8,25.8,1,2793,144,Wheat,SDB,NT,NI,Yes,844
12.5,563,7.7,7.8,25.8,1,2793,180,Wheat,SDB,NT,NI,Yes,915
12.5,563,7.7,7.8,25.8,1,2793,144,Wheat,SI,CT,NI,Yes,99
12.5,563,7.7,7.8,25.8,1,2793,180,Wheat,SI,CT,NI,Yes,156
12.5,563,7.7,7.8,25.8,2,2793,0,Wheat,SDB,NT,NI,No,42
12.5,563,7.7,7.8,25.8,2,2793,144,Wheat,SDB,NT,NI,Yes,-280
12.5,563,7.7,7.8,25.8,2,2793,180,Wheat,SDB,NT,NI,Yes,-161
12.5,563,7.7,7.8,25.8,2,2793,0,Wheat,SI,CT,NI,No,645
12.5,563,7.7,7.8,25.8,2,2793,144,Wheat,SI,CT,NI,Yes,1062
12.5,563,7.7,7.8,25.8,2,2793,180,Wheat,SI,CT,NI,Yes,869
12.5,563,7.7,7.8,25.8,3,2793,0,Wheat,SDB,NT,NI,No,17
12.5,563,7.7,7.8,25.8,3,2793,144,Wheat,SDB,NT,NI,Yes,1438
12.5,563,7.7,7.8,25.8,3,2793,180,Wheat,SDB,NT,NI,Yes,2058
12.5,563,7.7,7.8,25.8,3,2793,0,Wheat,SI,CT,NI,No,874
12.5,563,7.7,7.8,25.8,3,2793,144,Wheat,SI,CT,NI,Yes,155
12.5,563,7.7,7.8,25.8,3,2793,180,Wheat,SI,CT,NI,Yes,851
11.0,449,1.3,8.27,21.9,2,2664,130,Maize,SI,CT,NI,No,834
11.0,449,1.3,8.27,21.9,2,2664,130,Maize,SM,NT,NI,No,678
11.0,449,1.3,8.27,21.9,2,2664,130,Maize,SI,CT,NI,No,888
11.0,449,1.3,8.27,21.9,2,2664,130,Maize,SM,NT,NI,No,375
8.9,450,7.1,7.8,21.9,1,5328,360,Maize,SM,NT,NI,No,811
8.9,450,7.1,7.8,21.9,1,5328,360,Maize,SI,DT,NI,No,2408
8.7,479,10.6,7.5,19.8,7,2664,240,Maize,SDB,NT,NI,No,1560
12.9,660,7.7,8.26,24.0,2,2394,225,Wheat_maize,SI,CT,CI,No,390
12.9,660,7.7,8.26,24.0,2,2394,225,Wheat_maize,SI,CT,CI,No,450
12.9,660,7.7,8.26,24.0,2,1915,158,Wheat_maize,SI,CT,CI,No,280
12.9,660,7.7,8.26,24.0,2,1915,158,Wheat_maize,SI,CT,CI,No,380
12.7,594,7.2,8.0,21.0,1,4898,113,Wheat,SI,CT,NI,No,57
12.7,594,7.2,8.0,21.0,2,2216,113,Wheat,SI,CT,NI,No,148
12.7,594,7.2,8.0,21.0,2,6605,113,Wheat,SM,NT,NI,No,854
4.0,567,15.7,5.71,27.4,6,1776,240,Maize,SI,CT,NI,Yes,410
4.0,567,15.7,5.71,27.4,6,1776,240,Maize,SI,CT,NI,Yes,653
13.5,504,26.9,7.8,26.1,5,2437,308,Wheat_maize,SI,CT,CI,Yes,1730
13.5,504,27.0,7.8,26.1,5,2946,308,Wheat_maize,SI,CT,CI,Yes,2040
12.9,527,11.3,8.2,26.1,6,2305,308,Wheat_maize,SI,CT,CI,Yes,1310
12.9,527,11.3,8.2,26.1,6,2256,308,Wheat_maize,SI,CT,CI,Yes,1392
12.9,527,11.3,8.2,26.1,6,2442,308,Wheat_maize,SI,CT,CI,Yes,1995
12.9,527,11.3,8.2,26.1,6,2504,308,Wheat_maize,SI,CT,CI,Yes,2205
12.5,527,11.3,7.8,18.9,2,3805,188,Wheat_maize,SI,CT,CI,Yes,1390
12.5,527,11.3,7.8,18.9,2,3996,188,Wheat_maize,SI,DT,CI,Yes,1380
12.5,527,11.3,7.8,18.9,2,2334,188,Wheat_maize,SI,CT,CI,Yes,1030
12.5,527,11.3,7.8,18.9,2,2410,188,Wheat_maize,SI,CT,CI,Yes,1510
12.5,527,11.3,7.8,18.9,3,3805,188,Wheat_maize,SI,CT,CI,Yes,1760
12.5,527,11.3,7.8,18.9,3,2334,188,Wheat_maize,SI,CT,CI,Yes,1810
12.5,527,11.3,7.8,18.9,4,3805,188,Wheat_maize,SI,CT,CI,Yes,420
12.5,527,11.3,7.8,18.9,4,3996,188,Wheat_maize,SI,DT,CI,Yes,1410
12.5,527,11.3,7.8,18.9,4,2334,188,Wheat_maize,SI,CT,CI,Yes,1130
12.5,527,11.3,7.8,18.9,4,2410,188,Wheat_maize,SI,CT,CI,Yes,2220
12.5,527,11.3,7.8,18.9,5,3805,188,Wheat_maize,SI,CT,CI,Yes,1990
12.5,527,11.3,7.8,18.9,5,3996,188,Wheat_maize,SI,DT,CI,Yes,2500
12.5,527,11.3,7.8,18.9,5,2334,188,Wheat_maize,SI,CT,CI,Yes,2020
12.5,527,11.3,7.8,18.9,5,2410,188,Wheat_maize,SI,CT,CI,Yes,1760
12.5,527,11.3,7.8,18.9,6,3805,188,Wheat_maize,SI,CT,CI,Yes,1530
12.5,527,11.3,7.8,18.9,6,3996,188,Wheat_maize,SI,DT,CI,Yes,2200
12.5,527,11.3,7.8,18.9,6,2334,188,Wheat_maize,SI,CT,CI,Yes,450
12.5,527,11.3,7.8,18.9,6,6839,188,Wheat_maize,SI,CT,CI,Yes,2050
12.5,527,11.3,7.8,18.9,6,2410,188,Wheat_maize,SI,CT,CI,Yes,580
12.5,527,11.3,7.8,18.9,6,7209,188,Wheat_maize,SI,CT,CI,Yes,2420
12.5,527,11.3,7.8,18.9,7,3805,188,Wheat_maize,SI,CT,CI,Yes,2340
12.5,527,11.3,7.8,18.9,7,2334,188,Wheat_maize,SI,CT,CI,Yes,1660
12.5,527,11.3,7.8,18.9,7,6839,188,Wheat_maize,SI,CT,CI,Yes,2540
12.5,527,11.3,7.8,18.9,7,2410,188,Wheat_maize,SI,CT,CI,Yes,2490
12.5,527,11.3,7.8,18.9,8,2334,188,Wheat_maize,SI,CT,CI,Yes,1500
10.0,600,12.9,5.14,27.4,2,5047,241,Maize,SI,CT,NI,Yes,108
10.0,600,12.9,5.14,27.4,2,5173,241,Maize,SI,CT,NI,Yes,256
10.0,600,12.9,5.14,27.4,2,5183,241,Maize,SI,CT,NI,Yes,36
10.0,600,12.9,5.14,27.4,2,5244,241,Maize,SI,CT,NI,Yes,649
10.0,600,12.9,5.14,27.4,2,5291,241,Maize,SI,CT,NI,Yes,581
10.0,600,12.9,5.14,27.4,2,5388,241,Maize,SI,CT,NI,Yes,600
9.1,588,8.3,8.0,23.0,3,1925,135,Wheat,SI,CT,NI,No,259
3.0,270,5.5,8.0,25.3,7,599,52,Wheat,SI,CT,NI,No,294
3.0,270,5.5,8.0,25.3,7,1197,52,Wheat,SI,CT,NI,No,388
3.0,270,5.5,8.0,25.3,7,599,52,Wheat,SI,CT,NI,No,293
13.9,615,4.6,8.57,11.1,7,7436,420,Wheat_maize,SI,CT,CI,Yes,323
13.9,615,4.6,8.57,11.1,7,7864,420,Wheat_maize,SDB,CT,CI,Yes,1397
13.9,615,4.6,8.57,11.1,8,8083,420,Wheat_maize,SI,CT,CI,Yes,420
13.9,615,4.6,8.57,11.1,8,8006,420,Wheat_maize,SDB,CT,CI,Yes,268
13.9,615,4.6,8.57,11.1,9,7385,420,Wheat_maize,SI,CT,CI,Yes,2001
13.9,615,4.6,8.57,11.1,9,7104,420,Wheat_maize,SDB,CT,CI,Yes,1282
13.9,615,4.6,8.57,11.1,10,8178,420,Wheat_maize,SI,CT,CI,Yes,439
13.9,615,4.6,8.57,11.1,10,8366,420,Wheat_maize,SDB,CT,CI,Yes,915
13.9,615,4.6,8.57,11.1,11,7213,420,Wheat_maize,SI,CT,CI,Yes,1181
13.9,615,4.6,8.57,11.1,11,6975,420,Wheat_maize,SDB,CT,CI,Yes,518
9.1,575,6.8,8.0,23.0,4,7474,225,Maize,SDB,NT,NI,No,694
25.7,383,4.1,6.0,4.0,8,2797,200,Wheat,SI,CT,CI,Yes,-209
8.3,956,6.5,7.1,19.3,2,5175,250,Maize,SI,CT,NI,Yes,-37
8.3,956,6.5,7.1,19.3,2,4888,250,Maize,SI,CT,NI,Yes,877
8.3,956,6.5,7.1,19.3,2,4855,250,Maize,SI,CT,NI,Yes,41
9.4,574,22.7,7.1,19.3,2,3330,210,Maize,SI,CT,NI,Yes,193
17.7,1820,21.3,5.5,18.9,3,3452,180,Wheat_maize,SI,CT,CI,Yes,1170
12.9,637,14.3,8.0,26.1,3,1998,0,Wheat_maize,SI,CT,CI,No,390
12.9,637,14.3,8.0,26.1,3,1998,0,Wheat_maize,SI,CT,CI,No,505
