MAT,MAP,SOC,pH,Clay,Duration,C_input,N_input,Planting_system,Return,Tillage,Irrigation,Topdressing
13.4083337783813,496.899993896484,5.90399980545044,7.706999779,16.4699993133545,1,3135.00100070313,187.118041094492,Maize,SI,CT,OI,Yes
13.9750003814697,517.0,6.1410003900528,7.295000076,13.7700004577637,1,3665.69570012903,195.389522065729,Maize,SI,CT,OI,Yes
13.0833330154419,460.0,6.37799978256226,6.992000103,13.4099998474121,1,3136.45624,191.736363436261,Maize,SI,CT,OI,Yes
13.4083337783813,496.899993896484,5.96200048923492,8.005999565,17.7600002288818,1,3232.69750819672,190.774604735617,Maize,SI,CT,OI,Yes
13.0833330154419,460.0,4.98299986124039,7.545000076,13.7741937637329,1,3040.2656349454,187.304462942977,Maize,SI,CT,OI,Yes
11.6916666030884,517.599975585938,6.41600012779236,7.130000114,17.0,1,3482.976,197.934873314862,Maize,SI,CT,OI,Yes
13.9416666030884,542.0,6.50799989700317,7.159999847,20.9599990844727,1,3582.20493176471,188.484299199536,Maize,SI,CT,OI,Yes
13.9499998092651,506.200012207031,4.32500004768372,8.149999619,14.25,1,3138.49172038835,175.870185973377,Maize,SI,CT,OI,Yes
14.8000001907349,523.200012207031,6.12299978733063,7.454999924,15.7272729873657,1,2884.4698692865,184.25936139823,Maize,SI,CT,OI,Yes
14.8000001907349,523.200012207031,6.29999995231628,6.5,9.0,1,3461.89281676301,180.40074338531,Maize,SI,CT,OI,Yes
13.9499998092651,506.200012207031,5.20099997520447,5.929999828,14.5243902206421,1,3242.14322191781,181.033977544181,Maize,SI,CT,OI,Yes
15.1666669845581,544.400024414062,6.31999969482422,6.650000095,10.1999998092651,1,3391.6836041958,149.233304195807,Maize,SI,CT,OI,Yes
14.7333335876465,538.600036621094,6.28499984741211,6.574999809,9.44999980926514,1,3465.51090226929,177.344174930097,Maize,SI,CT,OI,Yes
13.1000003814697,567.200012207031,4.99799996614456,7.876999855,14.3800001144409,1,3187.10154713656,173.224035028127,Maize,SI,CT,OI,Yes
13.9499998092651,506.200012207031,3.3500000834465,3.994999886,13.9074077606201,1,3219.8343884323,159.587128340641,Maize,SI,CT,OI,Yes
15.1666669845581,544.400024414062,6.53800010681152,7.373000145,16.9799995422363,1,3355.33246864865,183.208924638377,Maize,SI,CT,OI,Yes
14.7333335876465,538.600036621094,6.42000019550323,6.487999916,9.89999961853027,1,3377.27288545994,177.501463987648,Maize,SI,CT,OI,Yes
12.9250001907349,621.400024414062,5.4720002412796,7.874000072,17.4599990844727,1,3932.18560661157,190.029860896217,Maize,SI,CT,OI,Yes
12.9250001907349,621.400024414062,5.51199972629547,7.431999683,23.0599994659424,1,3564.38429834776,194.664187464477,Maize,SI,CT,OI,Yes
